show_id,type,title,rating,duration,listed_in,description,year_added,tagged_description,categorie,emotion
s819,Movie,The Mirror Has Two Faces,PG-13,127 min,"Comedies, Dramas, Romantic Movies","Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal â but her colleague only wants a platonic marriage.",2021,"s819 Tired of being single, middle-aged professor Rose Morgan accepts her colleague's proposal â but her colleague only wants a platonic marriage.",Comedies,sadness
s820,Movie,The Outlaw Josey Wales,PG,136 min,"Action & Adventure, Classic Movies","In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",2021,"s820 In this gritty Oscar-nominated Western, an ex-Confederate soldier on the run comes to rest in a quiet community, where he falls for a pretty settler.",Action & Adventure,neutral
s821,TV Show,The Platform,TV-14,3 Seasons,"International TV Shows, TV Dramas, TV Mysteries","A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home.",2021,"s821 A programming genius builds a fact-finding, truth-seeking internet portal while reckoning with trouble at home.",International TV Shows,neutral
s822,Movie,The Wedding Guest,R,97 min,"Dramas, Romantic Movies, Thrillers","Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels.",2021,"s822 Hired to extract a bride-to-be before her arranged wedding in Pakistan, a hired gun goes on the run with his hostage when his plan unravels.",Dramas,anger
s823,Movie,The Wind,R,88 min,Horror Movies,"Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",2021,"s823 Isolated on a wind-ravaged 19th-century homestead, a frontierswoman begins to suspect that evil lurks in the terrifying emptiness all around her.",Horror Movies,fear
s824,Movie,Then Came You,TV-MA,97 min,"Comedies, Dramas, Independent Movies",A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.,2021,s824 A hypochondriac confronts his fear of death when a terminally ill teen girl enlists him to help her complete her bucket list.,Comedies,fear
s825,Movie,Welcome Home,R,97 min,Thrillers,"A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner canât seem to leave them alone.",2021,"s825 A couple rents a villa in Italy hoping to mend their bruised relationship, but the devilishly charming homeowner canât seem to leave them alone.",Thrillers,sadness
s826,TV Show,Dirty John,TV-MA,2 Seasons,"Crime TV Shows, TV Dramas, TV Mysteries",Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,2021,s826 Businesswoman Debra Newell's life unravels when she falls for the lies and manipulation of con man John Meehan. Based on the true-crime podcast.,Crime TV Shows,sadness
s827,Movie,Bo Burnham: Inside,TV-MA,88 min,Stand-Up Comedy,"A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",2021,"s827 A new comedy special shot and performed by Bo Burnham, alone, over the course of the past year.",Stand-Up Comedy,joy
s828,Movie,One Lagos Night,TV-14,103 min,"Comedies, International Movies","A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",2021,"s828 A desperate man attempts to burglarize the home of a wealthy woman, but finds himself face-to-face with a crew of armed robbers who have the same idea.",Comedies,fear
s829,Movie,Collateral Beauty,PG-13,97 min,Dramas,An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,2021,s829 An advertising executive wrestling with grief finds meaning by writing letters to unconventional recipients as caring colleagues plot a ruse.,Dramas,sadness
s830,Movie,Dog Gone Trouble,TV-Y7,88 min,"Children & Family Movies, Comedies",The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.,2021,s830 The privileged life of a pampered dog named Trouble is turned upside-down when he gets lost and must learn to survive on the big-city streets.,Children & Family Movies,neutral
s831,TV Show,The Kominsky Method,TV-MA,3 Seasons,"TV Comedies, TV Dramas",Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,2021,s831 Acting coach Sandy Kominsky and best friend Norman Newlander keep each other laughing as they navigate the ups and downs of getting older.,TV Comedies,joy
s832,TV Show,The Least Expected Day: Inside the Movistar Team 2019,TV-MA,2 Seasons,"Docuseries, International TV Shows, Spanish-Language TV Shows","Pro cyclingâs Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.",2021,"s832 Pro cyclingâs Movistar Team sets their sights on victory while on the road as they face challenges, controversy and internal conflict.",Docuseries,neutral
s833,TV Show,Word of Honor,TV-14,1 Season,"International TV Shows, TV Action & Adventure, TV Dramas","A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy.",2021,"s833 A disillusioned royal magistrate sets out for the martial arts world, where he encounters a bosom friend and becomes entangled in a conspiracy.",International TV Shows,sadness
s834,TV Show,Black Space,TV-MA,1 Season,"Crime TV Shows, International TV Shows, TV Dramas",A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.,2021,s834 A rogue detective with unorthodox means leads an investigation into a massacre committed by unicorn mask-wearing assassins at an Israeli high school.,Crime TV Shows,disgust
s835,Movie,Blue Miracle,TV-PG,97 min,"Children & Family Movies, Dramas, Faith & Spirituality","To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",2021,"s835 To save their cash-strapped orphanage, a guardian and his kids partner with a washed-up boat captain for a chance to win a lucrative fishing competition.",Children & Family Movies,neutral
s836,TV Show,Eden,TV-PG,1 Season,"Anime Series, International TV Shows","A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished.",2021,"s836 A human girl secretly raised by robots starts to uncover the dark secrets behind her lush, utopian world where humanity has all but vanished.",Anime Series,neutral
s837,Movie,Ghost Lab,TV-MA,118 min,"Horror Movies, International Movies, Thrillers","After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",2021,"s837 After witnessing a haunting in their hospital, two doctors become dangerously obsessed with obtaining scientific proof that ghosts exist.",Horror Movies,fear
s838,TV Show,Ragnarok,TV-MA,2 Seasons,"International TV Shows, TV Action & Adventure, TV Dramas","In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. Itâll take a legend to battle an old evil.",2021,"s838 In a Norwegian town poisoned by pollution and rattled by melting glaciers, the End Times feel all too real. Itâll take a legend to battle an old evil.",International TV Shows,fear
s839,Movie,Soy Rada: Serendipity,TV-MA,70 min,Stand-Up Comedy,"The delightful Argentine comic AgustÃ­n AristarÃ¡n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",2021,"s839 The delightful Argentine comic AgustÃ­n AristarÃ¡n (aka Soy Rada) is back, this time putting the spotlight on family and parenting, magic and music.",Stand-Up Comedy,joy
s840,Movie,The Day I lost My Shadow,TV-MA,91 min,"Dramas, Independent Movies, International Movies","As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal.",2021,"s840 As winter hits hard and resources run low in Damascus, a single mom heads to the war-scarred outskirts looking for gas to prepare her son a warm meal.",Dramas,sadness
s841,Movie,Baggio: The Divine Ponytail,TV-MA,92 min,"Dramas, International Movies, Sports Movies","The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",2021,"s841 The story of Roberto Baggio, one of the best soccer players of all time, including his career highs, triumphs over injuries and discovery of Buddhism.",Dramas,neutral
s842,Movie,Gatao - The Last Stray,TV-MA,120 min,"Action & Adventure, Dramas, International Movies",Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.,2021,s842 Romance unexpectedly blossoms when a freelance photographer arrives late to her assignment at a full moon celebration thrown for a mob boss's newborn.,Action & Adventure,surprise
